gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Apobec1,-0.551059473,1.090212667,-1.203980786,0.256828413,0.622692281,-4.976990447
Ucp2,-0.366928744,3.606513569,-1.204091846,0.2567874,0.622692281,-5.434621244
Ints6,-0.483747901,4.636353039,-1.204645621,0.256582974,0.622686851,-5.546559371
Lrg1,-0.297770916,4.017317683,-1.205258388,0.256356924,0.62250016,-5.484547961
3110021N24Rik,-0.634761322,1.012315772,-1.20578358,0.256163307,0.622241584,-4.960012604
Msn,-0.17566089,6.778346928,-1.206397018,0.255937307,0.62198854,-5.642357045
Rerg,-0.452814931,0.980038634,-1.206432421,0.255924269,0.62198854,-4.953155974
Atp13a1,-0.386359448,1.984199713,-1.206786547,0.255793882,0.621978893,-5.151447196
Cacul1,-0.279696597,3.377979094,-1.207184999,0.255647238,0.621834043,-5.398714218
Plod1,-0.20830726,4.37564693,-1.207414756,0.255562711,0.621830931,-5.519812932
Kcnmb1,-0.372372503,1.461939749,-1.207543146,0.255515486,0.621830931,-5.047044751
Tmem86b,-0.737093023,-0.75806903,-1.20773474,0.255445026,0.621830931,-4.684126848
Fnbp1l,-0.34313857,5.70040816,-1.208396358,0.255201833,0.621400359,-5.609368692
Klhl9,-0.228487208,6.324995694,-1.208542836,0.255148017,0.621400359,-5.629940783
Zfp862-ps,-0.565785488,1.953751569,-1.208951681,0.254997854,0.621400359,-5.143183846
Rhog,-0.617226207,3.261725469,-1.209304001,0.254868511,0.621271223,-5.378650389
Rap1gds1,-0.270707476,4.506309012,-1.209388901,0.25483735,0.621271223,-5.529881617
Chd2,-0.254049151,5.072394052,-1.209476831,0.25480508,0.621271223,-5.574302743
Retreg2,-0.482349625,3.264199088,-1.209614352,0.254754618,0.621271223,-5.378690125
Zfp558,-0.810145571,-0.706892398,-1.21180148,0.253953147,0.620223446,-4.686202179
5031439G07Rik,-0.216000297,5.366954162,-1.212119759,0.253836683,0.62007001,-5.589023332
Atp2b4,-0.34403516,4.380233869,-1.212121428,0.253836073,0.62007001,-5.515021549
H2-K2,-0.597465305,0.427090954,-1.212338674,0.253756604,0.62007001,-4.844757425
Gtf2ird1,-0.265069442,2.998054607,-1.212448593,0.253716403,0.62007001,-5.333329457
Cenpk,-0.644785437,-0.651001836,-1.212705186,0.253622579,0.619971126,-4.691391066
Adcy3,-0.548893339,2.687421632,-1.215529506,0.252591702,0.618509733,-5.27648787
Xaf1,-0.390128696,1.386565673,-1.215730485,0.252518473,0.618436446,-5.023592227
Bach2,-0.776330137,-0.518943581,-1.216415534,0.252268999,0.617931419,-4.703061803
Tmem44,-0.28323244,3.848043089,-1.216690051,0.252169084,0.617792628,-5.451883056
Mon1b,-0.282185454,3.328201963,-1.2167993,0.252129329,0.617792628,-5.380657967
Gm18853,-0.586225016,2.983090921,-1.217186896,0.25198833,0.617643739,-5.325675968
Klhl18,-0.221568389,3.847177142,-1.217594893,0.251839977,0.617591374,-5.45077424
Aldh3a2,-0.241791906,5.012015508,-1.218212409,0.251615575,0.617283625,-5.560406435
Eef1a2,-0.219367872,10.21639444,-1.218524572,0.251502198,0.617111476,-5.622454228
Mcc,-0.262644352,5.120045786,-1.218787764,0.25140664,0.617088176,-5.567011876
Fcsk,-0.340008778,2.353699414,-1.218899524,0.251366072,0.617088176,-5.210515765
Cpn2,-0.275826476,3.002904538,-1.219734688,0.251063078,0.616775703,-5.326178734
Tmem38a,-0.183902876,6.701584611,-1.220389659,0.250825663,0.61629846,-5.625153225
Prrg3,-0.653972515,4.58971347,-1.220420445,0.250814509,0.61629846,-5.524961702
Elmo3,-0.458222294,2.377813204,-1.220789625,0.250680773,0.616154444,-5.213150582
Zfp711,-1.037742236,-0.623648264,-1.220942037,0.250625578,0.616124808,-4.687762339
Arhgap8,-1.053550264,-1.083127202,-1.221188198,0.250536454,0.616011736,-4.64419784
Slc17a7,-0.27855175,3.393178417,-1.221401329,0.25045931,0.615928085,-5.385349434
Plekha6,-0.246868094,7.40570786,-1.221515965,0.250417824,0.615928085,-5.634236837
Rad21,-0.199464879,6.600508326,-1.22177537,0.250323968,0.615913392,-5.621552522
Ccdc134,-0.599079939,0.607704571,-1.222162708,0.250183878,0.615768414,-4.867873169
Gadd45g,-0.399658994,2.345224353,-1.22224913,0.250152631,0.615768414,-5.205290606
Klhdc3,-0.257090594,5.185655335,-1.222275018,0.250143271,0.615768414,-5.567153582
Pcdhb22,-0.594019484,0.759598947,-1.222384472,0.250103701,0.615768414,-4.895772656
Srprb,-0.210333354,4.325406294,-1.22269708,0.249990714,0.615729845,-5.497892207
Abcc4,-0.261892109,4.376167957,-1.222803714,0.249952183,0.615729845,-5.502718001
Zfp26,-0.336059477,3.986907891,-1.223269202,0.249784038,0.615729845,-5.461146999
Slc4a7,-0.248398846,4.547855191,-1.223470842,0.249711229,0.615729845,-5.517921127
Mustn1,-0.492653649,1.638903227,-1.224230245,0.249437176,0.615572271,-5.065229294
Champ1,-0.278865044,3.524118445,-1.224405937,0.249373807,0.615572271,-5.400805661
Kcnq1,-0.612255502,-0.508567427,-1.224958042,0.249174758,0.615418133,-4.697280866
C1qtnf5,-0.709589947,0.131663052,-1.225066975,0.2491355,0.615418133,-4.783929237
Acap2,-0.250239986,4.780980863,-1.225086812,0.249128351,0.615418133,-5.535625896
Aars2,-0.230447835,3.772741516,-1.225751293,0.248888994,0.615418133,-5.432554488
Atp8b1,-0.629389624,0.485418287,-1.225834828,0.248858916,0.615418133,-4.842445091
Jph2,-0.220455973,8.447554796,-1.226281416,0.248698168,0.615418133,-5.633902041
Ahctf1,-0.241793939,3.673425959,-1.226880989,0.248482485,0.615418133,-5.41833325
Syde2,-0.237773025,5.630851002,-1.227178708,0.248375444,0.615418133,-5.585194486
Gbp8,-0.727198448,-0.759838121,-1.227269724,0.248342727,0.615418133,-4.668694971
Tnfrsf21,-0.482577903,3.451679256,-1.228122941,0.248036203,0.615265907,-5.386341608
Hbp1,-0.207148486,4.785523296,-1.228837819,0.247779614,0.615052091,-5.531757491
Nupr1,-0.49588341,1.13630551,-1.228939782,0.247743035,0.615052091,-4.961073136
Fam214a,-0.229321873,5.96719019,-1.228987917,0.247725768,0.615052091,-5.596306717
Plec,-0.189952081,10.77308954,-1.229203978,0.247648273,0.615051346,-5.597469552
Phf12,-0.318842764,2.464522987,-1.22936825,0.247589367,0.615051346,-5.220402587
Pcdhb4,-0.726140211,-0.677591057,-1.22985338,0.247415472,0.614883703,-4.674949367
BC022960,-0.633320165,0.513437003,-1.230939982,0.247026338,0.614254384,-4.84258683
Fgl1,-0.682029699,0.65498892,-1.231694846,0.246756298,0.613796622,-4.86738439
Ywhaq,-0.366871075,5.532566266,-1.232339805,0.246525765,0.613436846,-5.574725057
Trmu,-0.324703413,1.890595818,-1.23248143,0.246475166,0.613436846,-5.10612366
Zfp654,-0.21246993,4.372690447,-1.233231981,0.246207154,0.613178166,-5.490678655
Mink1,-0.287884037,3.627861873,-1.233712039,0.246035856,0.613178166,-5.404692153
Saal1,-0.5963265,2.448335527,-1.233772744,0.246014202,0.613178166,-5.212587722
Tlcd1,-0.541888115,0.508650813,-1.234199244,0.245862107,0.61317417,-4.838641932
Ncstn,-0.207830428,4.837699625,-1.234230956,0.245850801,0.61317417,-5.529738039
Mapk3,-0.24350701,3.496140111,-1.234629354,0.245708801,0.613112999,-5.385443741
Ovca2,-0.38398709,2.798489333,-1.23513549,0.245528498,0.612877234,-5.274814033
Rnf130,-0.231166599,4.787810684,-1.235139321,0.245527133,0.612877234,-5.524821381
Sppl2a,-0.227293011,5.618562746,-1.236062503,0.245198541,0.612492667,-5.574569802
Nr2c1,-0.346190475,2.918893893,-1.236860464,0.244914807,0.611987087,-5.293343844
Armh3,-0.278488385,3.366109125,-1.237055391,0.244845536,0.611921049,-5.363957547
Man1a2,-0.252987491,3.306094012,-1.237109547,0.244826294,0.611921049,-5.354794811
Pecam1,-0.209507891,7.69951396,-1.237131204,0.244818599,0.611921049,-5.619158186
Hacd4,-0.334336993,2.091731877,-1.2373221,0.244750783,0.611921049,-5.140149592
Rab31,-0.270211998,2.615392959,-1.237354967,0.244739109,0.611921049,-5.239784761
Dock7,-0.374145134,3.611344922,-1.237404552,0.244721497,0.611921049,-5.398375801
Inca1,-0.368737011,1.800922681,-1.237794292,0.244583101,0.611921049,-5.082899432
Wdfy2,-0.243,3.87604749,-1.237841188,0.244566453,0.611921049,-5.431690994
Clip2,-0.399774536,3.246824494,-1.238466724,0.244344472,0.611739192,-5.344224999
Lrch4,-0.392161438,2.122695076,-1.23871978,0.244254718,0.611621693,-5.144617281
Gpr22,-0.189974402,6.025777944,-1.239072771,0.244129563,0.611561269,-5.586814222
Ifi203-ps,-0.274987335,3.431720179,-1.240327238,0.243685209,0.611110906,-5.369924357
Icam1,-0.431085149,2.476061928,-1.240534744,0.24361177,0.611083055,-5.210426784
Pcbp4,-0.261879112,3.376082554,-1.240661745,0.243566832,0.611083055,-5.361433243
Rad54l2,-0.323052452,2.082163992,-1.241008815,0.243444059,0.610984272,-5.134349528
Sprtn,-0.29820973,3.586333887,-1.241819844,0.24315736,0.610738124,-5.390052641
Irx1,-0.58154036,2.233555311,-1.242024018,0.243085227,0.610738124,-5.162582485
Necap1,-0.40574881,1.496285474,-1.242226031,0.243013875,0.610738124,-5.018213782
Snx21,-0.246496523,4.040057451,-1.242876028,0.242784409,0.610616256,-5.445113279
Tmem248,-0.38078316,2.847840783,-1.243417061,0.242593545,0.610566274,-5.274202917
Zfp422,-0.225081937,3.723120091,-1.243477255,0.242572318,0.610566274,-5.406344054
Tor2a,-0.39121673,1.244634395,-1.243739657,0.242479799,0.610566274,-4.967082067
Slc35e2,-0.287809044,3.332119473,-1.244164505,0.242330065,0.610548655,-5.350927295
Lpar1,-0.235633098,5.214936396,-1.244179774,0.242324685,0.610548655,-5.544149825
Rnf145,-0.482547454,0.731631692,-1.244412296,0.242242768,0.610544108,-4.869143036
Mepce,-0.409543777,0.941600436,-1.244815942,0.242100618,0.610474499,-4.907889728
Clptm1,-0.240689896,4.195953074,-1.245065411,0.242012798,0.610474499,-5.45957629
Vcam1,-0.351517387,4.330553037,-1.245207223,0.241962888,0.610474499,-5.473057724
Tnfrsf1b,-0.65585162,2.026287282,-1.245517658,0.24185366,0.610474499,-5.118634059
Trim23,-0.212495631,4.740066568,-1.245718908,0.241782872,0.610474499,-5.509084912
Gdi1,-0.238420674,3.69840977,-1.245925181,0.241710333,0.610474499,-5.400338284
Tmed5,-0.279315376,5.799001274,-1.24598847,0.241688081,0.610474499,-5.57085527
Sdc1,-0.674241799,0.064554751,-1.246065556,0.241660979,0.610474499,-4.754673079
Mbnl1,-0.18451937,7.861337407,-1.246272455,0.241588251,0.610474499,-5.609717827
Apln,-0.312239948,3.019168536,-1.246374457,0.241552402,0.610474499,-5.299479768
Akirin2,-0.239581812,4.367970378,-1.246722266,0.241430196,0.610474499,-5.474978363
Mctp1,-0.693273459,-0.123821206,-1.247403212,0.241191086,0.610474499,-4.726479477
Rnft2,-0.777583549,-0.315598875,-1.247703571,0.241085678,0.610474499,-4.701222719
Tnfsfm13,-0.400200444,1.980929851,-1.248772372,0.240710898,0.610128439,-5.106291674
Fbxo38,-0.205128514,4.48640114,-1.248871627,0.240676118,0.610128439,-5.483658767
Scap,-0.599707373,1.004105239,-1.248885536,0.240671244,0.610128439,-4.915562645
Gm3604,-0.509364888,0.776081043,-1.249443636,0.240475759,0.609988335,-4.872351233
Sap30,-0.284614205,3.489515219,-1.249542321,0.240441206,0.609988335,-5.367808223
Lsm14b,-0.22350304,6.097443266,-1.249825549,0.240342061,0.609988335,-5.576756105
Tkfc,-0.320538822,2.791156409,-1.250080768,0.24025275,0.609988335,-5.257058573
Nr0b2,-0.319554671,2.221638418,-1.250274505,0.240184971,0.609988335,-5.15133841
Wnk3,-0.776356214,-0.531319556,-1.250674337,0.24004514,0.609847872,-4.673584694
Dusp4,-0.655703008,0.296468739,-1.251104834,0.239894659,0.609573994,-4.786452857
Fadd,-0.280678851,3.692225802,-1.251170289,0.239871786,0.609573994,-5.393606635
4931422A03Rik,-0.747709209,0.037300584,-1.251181997,0.239867695,0.609573994,-4.746003653
Pcsk5,-0.426359264,1.775190716,-1.251335616,0.239814021,0.609573994,-5.063488029
Dlgap1,-0.798123326,0.600548629,-1.251610632,0.239717955,0.609573994,-4.838266814
Gm1673,-0.557699199,0.125155999,-1.251699458,0.239686934,0.609573994,-4.758742177
Sh3rf1,-0.277900996,3.514474605,-1.25245868,0.239421921,0.609565651,-5.368087037
Dcaf7,-0.214447195,5.088810031,-1.252465868,0.239419414,0.609565651,-5.526808183
Usp48,-0.266292809,3.278416651,-1.253076137,0.23920657,0.60934322,-5.33272555
Tmem29,-0.638038125,1.191886605,-1.253128149,0.239188437,0.60934322,-4.947198275
Pias3,-0.356807178,2.594881411,-1.25344635,0.239077526,0.609293926,-5.218347527
Rab14,-0.194729593,6.021626531,-1.253548292,0.239042002,0.609293926,-5.570109634
Ttbk2,-0.276705259,5.211952667,-1.253760267,0.238968149,0.609293926,-5.533015754
Zfp358,-0.22882788,4.439900599,-1.254471193,0.238720595,0.609082934,-5.472931172
Prkd2,-0.519013514,2.189430287,-1.255743398,0.238278121,0.608497479,-5.13917858
Usf1,-0.258239528,3.339026831,-1.255900639,0.238223479,0.608466728,-5.33881644
Atp5d,-0.229026801,8.200187562,-1.256317564,0.238078644,0.608314361,-5.599376589
Thsd1,-0.384564182,2.566517454,-1.256361411,0.238063417,0.608314361,-5.209901337
Cd200r2,-1.268237801,-1.179931198,-1.256488115,0.238019418,0.608314361,-4.610760363
Pcdhb20,-0.459880581,1.769960083,-1.256510403,0.238011679,0.608314361,-5.056957637
Cox11,-0.276329446,2.722189335,-1.256763311,0.237923877,0.608314361,-5.237487199
Ttc9c,-0.392293967,2.556684725,-1.256803349,0.23790998,0.608314361,-5.207573234
Gab1,-0.347182447,6.744856716,-1.257175574,0.23778081,0.608240949,-5.584025854
Smpd5,-0.84747544,-0.833577902,-1.257558027,0.23764815,0.608240949,-4.637930046
Zfp408,-0.574798879,0.129926355,-1.25794498,0.237513991,0.608177184,-4.753751947
Ppox,-0.425070531,2.023296502,-1.258120881,0.237453025,0.608130099,-5.104480619
Best3,-0.365648926,3.501970811,-1.258376472,0.237364463,0.608012307,-5.359627872
Mlh3,-0.209911132,4.428878978,-1.258451078,0.237338617,0.608012307,-5.467350414
Bptf,-0.22002639,4.351725316,-1.259773265,0.23688095,0.607371841,-5.458555476
Slc41a1,-0.360411911,1.978042452,-1.260061854,0.236781153,0.607362381,-5.09357907
AU021092,-0.48806146,2.019534053,-1.260186245,0.236738148,0.607362381,-5.101519104
Dock9,-0.217639925,5.725817214,-1.260233858,0.236721689,0.607362381,-5.551538132
Tinagl1,-0.314708401,3.851413405,-1.261399461,0.236319044,0.606961386,-5.402070468
Tmem173,-0.759453646,1.528309395,-1.261426948,0.236309555,0.606961386,-5.004405321
Sod3,-0.262400065,5.259006646,-1.261886966,0.236150807,0.606961386,-5.526505238
Gm12106,-0.783088993,-0.359836679,-1.261958797,0.236126026,0.606961386,-4.68366747
Rasl12,-0.35320633,2.296385906,-1.262287624,0.236012614,0.606834952,-5.152550562
Akt3,-0.258754046,4.738039418,-1.262403037,0.235972818,0.606834952,-5.489852115
Vangl2,-0.601607221,0.777094274,-1.26296337,0.235779689,0.606454403,-4.859158861
Vasn,-0.412691415,1.998419232,-1.263026571,0.235757914,0.606454403,-5.09434984
Prkab1,-0.275603926,3.075362275,-1.263171505,0.235707984,0.606454403,-5.28967278
BC067074,-0.293561868,2.424673647,-1.263305159,0.235661949,0.606454403,-5.175819282
Pcnx,-0.18919427,6.411597804,-1.263536795,0.235582181,0.606454403,-5.569521221
Drg2,-0.315778784,2.58610411,-1.264084107,0.235393795,0.606454403,-5.204981465
Adar,-0.32793611,4.39656905,-1.264246782,0.235337825,0.606454403,-5.457683964
Gnaz,-0.549310193,3.646438631,-1.264343129,0.235304681,0.606454403,-5.372640122
F2rl1,-0.689956885,-0.380326903,-1.264402474,0.235284268,0.606454403,-4.679162398
Slc8b1,-0.589611155,1.943393738,-1.264498804,0.235251136,0.606454403,-5.082074605
Gpr89,-0.446999408,1.505484949,-1.264697151,0.235182929,0.606454403,-4.996497473
Pigt,-0.309411572,5.141580027,-1.26500534,0.235076981,0.606454403,-5.515768144
Inhbb,-0.596649584,0.39200726,-1.265062286,0.235057409,0.606454403,-4.789120666
Pik3r2,-0.319476635,2.657476369,-1.265297888,0.234976447,0.606454403,-5.216594954
Pomt1,-0.367776774,1.829025091,-1.265657144,0.234853036,0.606454403,-5.058712247
Col16a1,-0.662982366,0.427879105,-1.266056285,0.234715987,0.606454403,-4.794206182
Slc39a7,-0.285894781,4.614386131,-1.266086057,0.234705767,0.606454403,-5.475256413
Rhod,-0.556164512,0.78232756,-1.266271803,0.234642013,0.606454403,-4.856818984
Gcn1,-0.214756324,4.818582669,-1.266740271,0.234481285,0.606454403,-5.491142112
Eml3,-0.583258851,0.040583851,-1.266960419,0.234405785,0.606454403,-4.732179699
Anapc1,-0.29339502,3.907854174,-1.26749686,0.234221895,0.606394323,-5.401957024
Akap7,-0.201304757,5.240884706,-1.267501462,0.234220318,0.606394323,-5.518965748
Sec16b,-0.703011278,1.441395515,-1.268886634,0.233746036,0.605915541,-4.979481774
Arl15,-0.32093765,2.560694168,-1.269264691,0.233616726,0.605690271,-5.194527845
Cish,-0.241785777,6.599291431,-1.26957559,0.233510431,0.605690271,-5.566777091
Gm21182,-0.905254349,-0.264521598,-1.269756023,0.23344876,0.605690271,-4.688532933
Rbm42,-0.213038459,4.583188093,-1.270043182,0.233350638,0.605690271,-5.468034166
Prg4,-0.397836411,4.097143683,-1.270471008,0.233204514,0.605610922,-5.420097864
Tmem260,-0.268157985,3.650595235,-1.270517412,0.233188669,0.605610922,-5.366159368
Slc43a2,-0.54035801,2.466876362,-1.271239549,0.232942206,0.605370001,-5.174966161
Poglut2,-0.309076623,3.508674998,-1.271289394,0.232925202,0.605370001,-5.345940162
C2cd3,-0.335517741,2.940343193,-1.27139794,0.232888176,0.605370001,-5.25849162
Med23,-0.241455031,3.94498576,-1.271547623,0.232837126,0.605370001,-5.401709551
Eif2ak3,-0.507564601,1.946265655,-1.271747678,0.232768911,0.605360226,-5.074781073
Dusp8,-0.319948216,4.367323734,-1.272260953,0.232593969,0.605179008,-5.445723744
Dcaf4,-0.434484249,1.846536614,-1.272938951,0.23236305,0.60474516,-5.054267984
Btrc,-0.262489855,4.466039099,-1.272965553,0.232353993,0.60474516,-5.454183088
Sh3rf2,-0.369521058,3.033378253,-1.272980344,0.232348957,0.60474516,-5.271981053
Cyfip2,-0.221791896,8.49849907,-1.273277026,0.232247975,0.60474516,-5.579845658
Xxylt1,-0.735769207,0.621805154,-1.273349126,0.232223439,0.60474516,-4.820833288
Fcrls,-0.605085254,1.769896012,-1.273660847,0.232117386,0.60474516,-5.038577128
Nrtn,-0.535120656,2.523037725,-1.273924795,0.232027617,0.60474516,-5.182347396
Arf5,-0.210418922,4.606057034,-1.274178706,0.231941288,0.60474516,-5.465218461
Med14,-0.216039505,5.078274383,-1.274333933,0.231888524,0.604722255,-5.500923859
Arrb2,-0.654287419,2.139801146,-1.274649683,0.231781228,0.604552826,-5.108927023
Spats2l,-0.425587273,3.112689104,-1.274662286,0.231776946,0.604552826,-5.282639924
Kat6b,-0.287426127,5.621140434,-1.275244984,0.231579046,0.604246166,-5.529654133
Klhl26,-0.256027456,3.701905791,-1.275950047,0.231339774,0.603973066,-5.366722918
Agps,-0.364840509,1.679289915,-1.276179816,0.231261843,0.603973066,-5.0183647
Cnnm4,-0.39571872,1.815347687,-1.277167574,0.230927069,0.603973066,-5.04365329
Usp25,-0.307492657,3.92809559,-1.277391611,0.230851193,0.603891501,-5.39301135
Phka2,-0.282819409,4.967694498,-1.277496701,0.230815609,0.603891501,-5.489707337
Apcdd1,-0.585129025,1.021859233,-1.277628121,0.230771115,0.603891501,-4.889740816
Apol7e,-0.78234129,-0.700923155,-1.278720254,0.230401637,0.603710617,-4.633261245
Man2b1,-0.319715534,4.861466228,-1.2791543,0.23025493,0.603547654,-5.480103517
Cttnbp2,-0.576940471,0.834385727,-1.279327199,0.230196512,0.603505283,-4.853256636
Gpalpp1,-0.207376515,4.512984357,-1.27934479,0.230190569,0.603505283,-5.451118926
Bicral,-0.263846322,3.510235045,-1.279390721,0.230175053,0.603505283,-5.336921466
Spred1,-0.301250819,4.621892009,-1.279961557,0.229982283,0.603366086,-5.45988326
Cmtm6,-0.377657279,3.34037124,-1.280456292,0.229815321,0.603059384,-5.311207773
Btbd6,-0.32714719,2.90749032,-1.280738307,0.229720191,0.603031334,-5.24246927
Crim1,-0.247458555,3.564487854,-1.281039778,0.229618535,0.603031334,-5.342605345
Sesn3,-0.449816816,3.83763167,-1.281159098,0.22957831,0.603031334,-5.377801521
Gm10110,-0.273003985,3.210065823,-1.282074247,0.229269992,0.602513946,-5.289536078
Gnb1,-0.243722554,5.992121478,-1.282712178,0.229055271,0.602171258,-5.535344653
Elmod3,-0.348912023,3.351627171,-1.282774805,0.229034201,0.602171258,-5.310234176
Shq1,-0.363183735,1.531881522,-1.282961258,0.228971479,0.602171258,-4.982270532
Sema3c,-0.314127277,3.249479942,-1.282982481,0.228964341,0.602171258,-5.294512081
Cass4,-0.950610364,-0.855780806,-1.283484415,0.228795567,0.602042573,-4.615499044
2510009E07Rik,-0.386631563,3.082154868,-1.283872964,0.22866499,0.601837894,-5.267361313
Epb41l4b,-0.871663293,-0.893801988,-1.283990924,0.22862536,0.601837894,-4.611901435
Gpr35,-0.620554749,1.425194472,-1.284142957,0.228574291,0.601837894,-4.960187274
Zfp760,-0.447863864,1.5996422,-1.284180279,0.228561755,0.601837894,-4.994167398
Plxdc2,-0.229106177,4.331153137,-1.284444618,0.228472988,0.601837894,-5.428146203
Gm38431,-0.626065221,2.640131037,-1.284629459,0.228410934,0.601806562,-5.191898898
Prim1,-0.516308458,0.441859103,-1.285106656,0.228250796,0.601495594,-4.778226196
Ubr3,-0.195794644,5.790799899,-1.285294273,0.228187861,0.601467891,-5.525070302
Hs3st3b1,-0.84649354,0.43435168,-1.285481656,0.228125018,0.601467891,-4.776600649
Mpst,-0.278033136,3.864390771,-1.28573904,0.228038723,0.601467891,-5.3757579
Cdk20,-1.087220851,0.117556213,-1.285842932,0.228003897,0.601467891,-4.726130388
Slc38a2,-0.246651216,7.519968358,-1.286023316,0.227943442,0.601467891,-5.561092018
Tal1,-0.530661269,1.151874294,-1.286816175,0.227677873,0.601204488,-4.904820948
Slc35e4,-0.4278689,1.686733281,-1.286908421,0.227646992,0.601204488,-5.008280951
Arhgap29,-0.237523533,5.075705179,-1.287081779,0.227588966,0.601193491,-5.485931359
Lgals3bp,-0.295496023,2.425484997,-1.287190314,0.227552644,0.601193491,-5.149479239
Wasf2,-0.301075425,3.526089588,-1.287537222,0.22743658,0.601013261,-5.329831213
Gga2,-0.28921445,4.827671953,-1.288188374,0.227218858,0.600922933,-5.466994268
Foxc2,-0.74909011,-0.471640017,-1.288305125,0.227179839,0.600922933,-4.648516832
Dync1h1,-0.224126598,4.764411435,-1.288324267,0.227173442,0.600922933,-5.461935556
Prdm10,-0.345471845,3.066018909,-1.289441953,0.226800191,0.600442469,-5.258481918
Gm15937,-0.89865626,-0.628105047,-1.289621858,0.226740158,0.600394824,-4.631324798
Tm9sf1,-0.213226947,6.109652025,-1.289631999,0.226736775,0.600394824,-5.530941293
Jdp2,-0.554134286,2.720056369,-1.289753648,0.22669619,0.600394824,-5.200196576
Lyst,-0.483065394,2.985765157,-1.290308512,0.226511151,0.600233539,-5.244608414
1810030O07Rik,-0.238389343,4.213855295,-1.290664137,0.226392621,0.600125682,-5.409112794
Mon2,-0.233401918,4.552836309,-1.291302656,0.226179931,0.599912342,-5.440792222
Gm1966,-0.617095253,0.269597186,-1.291552862,0.226096633,0.599802787,-4.743986558
Anks3,-0.334489208,2.503317194,-1.292044161,0.225933144,0.599749076,-5.15846484
Katnb1,-0.466455129,0.914205354,-1.292135934,0.225902615,0.599749076,-4.854974834
Rtl6,-0.277869897,3.322158703,-1.292912877,0.225644301,0.59927065,-5.294196466
Ap2a1,-0.299086356,3.485131015,-1.293041417,0.225601589,0.599268642,-5.317700588
Galnt4,-0.399857976,2.376268073,-1.293382074,0.225488423,0.599079455,-5.133284039
Ccnjl,-0.85764322,-0.171537856,-1.293570259,0.225425929,0.599024845,-4.679206991
Cbll1,-0.520052799,3.625435883,-1.293608657,0.225413179,0.599024845,-5.336366613
Unk,-0.500814958,1.227551661,-1.294236691,0.225204728,0.598771247,-4.911416813
Ado,-0.215969231,4.793346033,-1.294496871,0.225118419,0.598658518,-5.456968637
Dapk3,-0.252417438,3.948252984,-1.294568192,0.225094764,0.598658518,-5.375555313
Osbpl11,-0.262943732,4.911563824,-1.29541601,0.224813732,0.598511563,-5.464873756
Sema3a,-0.744475349,0.739057568,-1.295765403,0.224698001,0.598394653,-4.819520126
Tjap1,-0.305997065,2.839109007,-1.295767595,0.224697274,0.598394653,-5.214075641
Tmem64,-0.267608108,4.765179137,-1.295940587,0.224639992,0.598394653,-5.453101808
CN725425,-0.511159428,0.667433951,-1.296220304,0.224547395,0.598360156,-4.806292998
Zbtb37,-0.334521648,3.846869197,-1.296236608,0.224541998,0.598360156,-5.361503169
Gk5,-0.46608635,2.210051876,-1.296962589,0.224301823,0.598156699,-5.097798846
Ptgis,-0.304739569,2.711666293,-1.296993747,0.22429152,0.598156699,-5.19053372
Abl1,-0.292079533,4.13386648,-1.297348583,0.224174212,0.598146884,-5.393018094
Sf3b4,-0.339106288,2.332957249,-1.297406476,0.224155078,0.598146884,-5.120567179
Tmcc3,-0.297183137,3.498161645,-1.297836883,0.224012864,0.59805154,-5.314017175
Urb2,-0.266924984,3.348579191,-1.298499459,0.223794084,0.597802676,-5.291748705
Slc25a42,-0.240618777,5.766486403,-1.29863924,0.223747952,0.597802676,-5.508431391
Msmo1,-0.363308884,2.968540598,-1.299360889,0.223509909,0.5977545,-5.23146877
Nbeal1,-0.219840573,6.699022827,-1.299761568,0.223377831,0.597696807,-5.533435766
Gatd1,-0.404702084,2.087140666,-1.300111027,0.22326269,0.597500656,-5.070819531
Srms,-1.11183591,-1.488400783,-1.30028474,0.223205472,0.597500656,-4.560281257
Plxdc1,-0.552366673,2.001928804,-1.300327558,0.223191371,0.597500656,-5.054247812
Daam2,-0.360317079,2.764740495,-1.301559833,0.222785857,0.596783644,-5.194693212
Ramp3,-0.586119958,0.681673702,-1.302111349,0.222604563,0.596409861,-4.802922573
Akr1c14,-0.525558672,3.30753939,-1.302451525,0.222492801,0.596369982,-5.280997274
Slc39a6,-0.486732361,0.495278347,-1.302541272,0.222463324,0.596369982,-4.770254526
Vgll3,-0.646126614,0.969072665,-1.302844866,0.222363631,0.596323646,-4.854034777
Klf11,-0.724481596,0.916438998,-1.302871027,0.222355042,0.596323646,-4.844386497
Stim1,-0.39280119,3.790775974,-1.303357253,0.22219546,0.596208483,-5.346459098
Zfp108,-0.410086735,1.670618932,-1.303476635,0.222156293,0.596208483,-4.987213227
Dsg2,-0.227184217,7.785966708,-1.303637078,0.222103663,0.596208483,-5.542413362
Rusc2,-0.306410975,2.825487665,-1.303691435,0.222085835,0.596208483,-5.20273741
Cd180,-1.147486303,-1.232108227,-1.30464226,0.221774171,0.595861641,-4.571586356
Tmem265,-1.728831081,-0.751992812,-1.304699135,0.22175554,0.595861641,-4.607410036
Adgrb2,-0.472379947,2.157532278,-1.304880298,0.221696203,0.595861641,-5.078906708
Zfp661,-0.586038984,1.635260277,-1.305508004,0.221490711,0.595701089,-4.978142027
